Ensembl Gene ID	Human Ensembl Gene ID	dS	dN	% Identity	Human % Identity
FBgn0038880	ENSG00000121764			15	28
FBgn0038880	ENSG00000137252			15	26
FBgn0004110	ENSG00000183072			16	20
FBgn0004110	ENSG00000119919			17	20
FBgn0004110	ENSG00000180053			13	24
FBgn0004862	ENSG00000109705			24	27
FBgn0038886	ENSG00000174607			25	22
FBgn0038886	ENSG00000168671			24	22
FBgn0038886	ENSG00000145626			23	22
FBgn0011278	ENSG00000138136			19	33
FBgn0011278	ENSG00000179528			13	31
FBgn0038889	ENSG00000187790			23	17
FBgn0004863	ENSG00000164438			37	43
FBgn0004863	ENSG00000107807			35	36
FBgn0004863	ENSG00000115297			35	42
FBgn0038890	ENSG00000198825			41	24
FBgn0002941	ENSG00000235608			14	22
FBgn0002941	ENSG00000229544			13	27
FBgn0038892	ENSG00000156206			24	23
FBgn0011766	ENSG00000112242			15	26
FBgn0011766	ENSG00000007968			15	28
FBgn0011766	ENSG00000101412			13	25
FBgn0011766	ENSG00000169016			10	28
FBgn0038893	ENSG00000176261			57	50
FBgn0259113	ENSG00000101868			39	39
FBgn0038902	ENSG00000156345			41	36
FBgn0038903	ENSG00000066379			38	37
FBgn0013759	ENSG00000147044			63	62
FBgn0260940	ENSG00000159210			51	50
FBgn0051431	ENSG00000127418			22	16
FBgn0038912	ENSG00000014257			25	19
FBgn0038912	ENSG00000134575			25	19
FBgn0038912	ENSG00000142513			24	18
FBgn0083984	ENSG00000189227			49	43
FBgn0053092	ENSG00000159423			43	46
FBgn0038916	ENSG00000138175			66	65
FBgn0038917	ENSG00000166965			30	30
FBgn0038918	ENSG00000165661			24	20
FBgn0038918	ENSG00000116260			24	18
FBgn0038919	ENSG00000165661			28	22
FBgn0038919	ENSG00000116260			28	21
FBgn0013948	ENSG00000196233			8	23
FBgn0013948	ENSG00000178177			10	20
FBgn0038922	ENSG00000101365			58	56
FBgn0019960	ENSG00000132305			26	25
FBgn0038923	ENSG00000132313			35	34
FBgn0038924	ENSG00000115042			44	41
FBgn0038924	ENSG00000144199			43	40
FBgn0038925	ENSG00000004961			52	54
FBgn0019957	ENSG00000130414			28	32
FBgn0038926	ENSG00000146433			36	18
FBgn0038927	ENSG00000168438			60	60
FBgn0025140	ENSG00000088205			59	60
FBgn0025140	ENSG00000165732			22	19
FBgn0025140	ENSG00000107625			22	20
FBgn0017397	ENSG00000112531			39	43
FBgn0259736	ENSG00000168491			20	16
FBgn0051163	ENSG00000203727			8	43
FBgn0038934	ENSG00000164329			12	33
FBgn0263117	ENSG00000203727			15	32
FBgn0038946	ENSG00000108272			37	35
FBgn0038947	ENSG00000079332			71	69
FBgn0038947	ENSG00000152700			72	70
FBgn0038948	ENSG00000070495			65	64
FBgn0260467	ENSG00000244045			19	27
FBgn0038950	ENSG00000162300			43	41
FBgn0038951	ENSG00000132664			51	47
FBgn0003178	ENSG00000067225			65	63
FBgn0003178	ENSG00000143627			59	53
FBgn0038952	ENSG00000067225			28	40
FBgn0038952	ENSG00000143627			27	35
FBgn0038953	ENSG00000059588			30	21
FBgn0263048	ENSG00000167588			11	42
FBgn0263048	ENSG00000152642			11	40
FBgn0038956	ENSG00000167434			26	26
FBgn0038957	ENSG00000172331			40	41
FBgn0038960	ENSG00000164675			26	23
FBgn0038961	ENSG00000136270			18	16
FBgn0261279	ENSG00000113282			34	34
FBgn0038964	ENSG00000101361			61	51
FBgn0038966	ENSG00000137561			24	23
FBgn0038968	ENSG00000142207			20	18
FBgn0028688	ENSG00000163636			70	70
FBgn0024832	ENSG00000161203			87	87
FBgn0038974	ENSG00000137274			42	41
FBgn0038976	ENSG00000123349			32	35
FBgn0003676	ENSG00000120438			73	73
FBgn0038978	ENSG00000149136			26	5
FBgn0038979	ENSG00000149136			27	5
FBgn0038980	ENSG00000164270			31	31
FBgn0038980	ENSG00000158748			23	22
FBgn0038980	ENSG00000113749			27	28
FBgn0038983	ENSG00000066322			38	37
FBgn0038983	ENSG00000164181			42	41
FBgn0038984	ENSG00000159346			43	51
FBgn0038984	ENSG00000006831			43	49
FBgn0038986	ENSG00000066322			39	42
FBgn0038986	ENSG00000164181			43	45
FBgn0053110	ENSG00000066322			34	42
FBgn0053110	ENSG00000164181			33	40
FBgn0028837	ENSG00000168090			55	57
FBgn0024558	ENSG00000117543			60	60
FBgn0038989	ENSG00000155438			20	25
FBgn0014949	ENSG00000005102			34	21
FBgn0014949	ENSG00000106511			35	18
FBgn0051158	ENSG00000059915			17	24
FBgn0051158	ENSG00000156011			19	26
FBgn0051158	ENSG00000146005			16	30
FBgn0051158	ENSG00000125637			18	23
FBgn0051156	ENSG00000068784			34	32
FBgn0051159	ENSG00000164347			41	39
FBgn0038996	ENSG00000174100			32	38
FBgn0020278	ENSG00000169220			13	26
FBgn0020278	ENSG00000159788			20	16
FBgn0020278	ENSG00000148908			5	31
FBgn0039000	ENSG00000153930			15	31
FBgn0046114	ENSG00000023909			28	29
FBgn0039003	ENSG00000109501			22	22
FBgn0039004	ENSG00000069248			26	27
FBgn0039006	ENSG00000106258			29	30
FBgn0039006	ENSG00000160868			29	30
FBgn0039006	ENSG00000160870			29	30
FBgn0039006	ENSG00000059377			25	22
FBgn0039006	ENSG00000021461			25	26
FBgn0039010	ENSG00000197563			23	22
FBgn0051151	ENSG00000171282			18	11
FBgn0051151	ENSG00000182095			19	10
FBgn0024958	ENSG00000122729			67	68
FBgn0039013	ENSG00000187147			40	28
FBgn0039014	ENSG00000147027			21	23
FBgn0039014	ENSG00000112378			21	22
FBgn0039014	ENSG00000228998			20	20
FBgn0039016	ENSG00000100697			33	38
FBgn0039019	ENSG00000108468			28	36
FBgn0039019	ENSG00000122565			28	36
FBgn0039019	ENSG00000094916			27	33
FBgn0039020	ENSG00000148824			44	43
FBgn0039020	ENSG00000254536			41	39
FBgn0051139	ENSG00000178202			23	18
FBgn0051139	ENSG00000134901			27	21
FBgn0086253	ENSG00000163389			51	53
FBgn0039025	ENSG00000109189			62	72
FBgn0039025	ENSG00000152484			62	71
FBgn0039029	ENSG00000107745			35	26
FBgn0051052	ENSG00000164038			26	28
FBgn0051052	ENSG00000164037			23	27
FBgn0051052	ENSG00000183704			15	29
FBgn0039039	ENSG00000107249			23	22
FBgn0039039	ENSG00000174332			20	27
FBgn0039044	ENSG00000073282			23	11
FBgn0039044	ENSG00000078900			21	11
FBgn0039044	ENSG00000141510			21	17
FBgn0039045	ENSG00000040531			39	39
FBgn0053193	ENSG00000151748			24	38
FBgn0027526	ENSG00000164332			61	61
FBgn0039054	ENSG00000196104			19	27
FBgn0039054	ENSG00000152377			19	27
FBgn0039054	ENSG00000107742			20	29
FBgn0039049	ENSG00000243989			47	46
FBgn0039049	ENSG00000114786			44	35
FBgn0039050	ENSG00000243989			45	44
FBgn0039050	ENSG00000114786			43	34
FBgn0039051	ENSG00000243989			44	43
FBgn0039051	ENSG00000114786			41	32
FBgn0039052	ENSG00000243989			44	43
FBgn0039052	ENSG00000114786			41	33
FBgn0039053	ENSG00000243989			43	43
FBgn0039053	ENSG00000114786			41	32
FBgn0039055	ENSG00000101265			11	28
FBgn0039055	ENSG00000107551			12	30
FBgn0039055	ENSG00000169435			13	28
FBgn0039056	ENSG00000131584			37	34
FBgn0039056	ENSG00000114331			37	37
FBgn0039056	ENSG00000072818			32	34
FBgn0004644	ENSG00000164690			41	42
FBgn0004644	ENSG00000163501			39	45
FBgn0004644	ENSG00000139549			42	50
FBgn0004395	ENSG00000132478			49	33
FBgn0004395	ENSG00000059145			41	36
FBgn0262975	ENSG00000082641			12	18
FBgn0262975	ENSG00000116044			11	21
FBgn0262975	ENSG00000123405			8	25
FBgn0262975	ENSG00000050344			11	18
FBgn0262975	ENSG00000112182			8	11
FBgn0262975	ENSG00000156273			8	12
FBgn0011596	ENSG00000116688			33	32
FBgn0011596	ENSG00000171109			33	32
FBgn0039066	ENSG00000011007			26	18
FBgn0039066	ENSG00000183791			18	19
FBgn0039066	ENSG00000234298			18	18
FBgn0039066	ENSG00000206181			20	15
FBgn0039067	ENSG00000135801			20	26
FBgn0039068	ENSG00000104883			29	28
FBgn0004882	ENSG00000214575			35	35
FBgn0004882	ENSG00000260836			28	54
FBgn0025781	ENSG00000130177			36	42
FBgn0039070	ENSG00000173093			17	16
FBgn0039070	ENSG00000105479			16	13
FBgn0003118	ENSG00000134954			25	37
FBgn0003118	ENSG00000157557			27	41
FBgn0020756	ENSG00000177084			56	54
FBgn0016119	ENSG00000154723			37	34
FBgn0024509	ENSG00000157020			51	56
FBgn0002622	ENSG00000149273			79	80
FBgn0039073	ENSG00000091704			25	28
FBgn0039073	ENSG00000158516			26	30
FBgn0039073	ENSG00000158525			25	28
FBgn0039073	ENSG00000153002			24	28
FBgn0039073	ENSG00000128510			25	29
FBgn0039073	ENSG00000163751			24	28
FBgn0039075	ENSG00000185046			21	23
FBgn0039075	ENSG00000064999			22	25
FBgn0039085	ENSG00000174607			20	20
FBgn0039085	ENSG00000168671			19	20
FBgn0039085	ENSG00000145626			19	20
FBgn0039086	ENSG00000174607			20	19
FBgn0039086	ENSG00000168671			20	20
FBgn0039086	ENSG00000145626			20	20
FBgn0039087	ENSG00000174607			20	20
FBgn0039087	ENSG00000168671			20	21
FBgn0039087	ENSG00000145626			20	21
FBgn0039098	ENSG00000216490			22	19
FBgn0039099	ENSG00000216490			24	20
FBgn0040227	ENSG00000100353			56	57
FBgn0027512	ENSG00000175931			21	23
FBgn0039104	ENSG00000181781			31	25
FBgn0039104	ENSG00000182950			24	20
FBgn0051148	ENSG00000177628			30	32
FBgn0051413	ENSG00000165661			27	21
FBgn0051413	ENSG00000116260			24	18
FBgn0051414	ENSG00000177628			30	32
FBgn0039106	ENSG00000137561			18	20
FBgn0039107	ENSG00000137561			20	22
FBgn0002922	ENSG00000129152			26	27
FBgn0002922	ENSG00000111049			28	36
FBgn0002922	ENSG00000111046			25	34
FBgn0002922	ENSG00000122180			22	33
FBgn0039109	ENSG00000128965			34	37
FBgn0028691	ENSG00000185627			41	41
FBgn0001205	ENSG00000113161			46	47
FBgn0039110	ENSG00000031823			26	21
FBgn0039110	ENSG00000164188			20	19
FBgn0028684	ENSG00000165916			83	81
FBgn0028475	ENSG00000071537			40	42
FBgn0028475	ENSG00000101251			33	39
FBgn0039111	ENSG00000110536			40	39
FBgn0039112	ENSG00000204370			25	28
FBgn0039112	ENSG00000255292			16	21
FBgn0039115	ENSG00000076043			46	41
FBgn0039116	ENSG00000126698			51	51
FBgn0039117	ENSG00000204351			43	41
FBgn0039120	ENSG00000110713			30	20
FBgn0015513	ENSG00000150760			36	38
FBgn0015513	ENSG00000147459			34	36
FBgn0015513	ENSG00000134516			35	37
FBgn0053111	ENSG00000187164			22	18
FBgn0025574	ENSG00000197329			58	58
FBgn0025574	ENSG00000139946			55	56
FBgn0025574	ENSG00000174516			49	45
FBgn0013347	ENSG00000140307			76	74
FBgn0039125	ENSG00000058804			22	19
FBgn0039126	ENSG00000125741			26	37
FBgn0039127	ENSG00000125741			22	33
FBgn0015282	ENSG00000100764			91	91
FBgn0039129	ENSG00000105372			54	57
FBgn0001098	ENSG00000148672			74	54
FBgn0001098	ENSG00000182890			74	54
FBgn0039131	ENSG00000197601			32	33
FBgn0039131	ENSG00000064763			34	35
FBgn0005674	ENSG00000136628			49	32
FBgn0039132	ENSG00000106367			76	76
FBgn0039132	ENSG00000182287			82	82
FBgn0039132	ENSG00000152056			69	71
FBgn0039135	ENSG00000189203			20	25
FBgn0039135	ENSG00000258986			21	25
FBgn0039136	ENSG00000101935			54	40
FBgn0039136	ENSG00000144233			54	43
FBgn0039137	ENSG00000154127			42	20
FBgn0039137	ENSG00000160185			40	19
FBgn0015795	ENSG00000075785			76	76
FBgn0053108	ENSG00000188493			27	20
FBgn0051184	ENSG00000170860			76	76
FBgn0020647	ENSG00000175115			26	30
FBgn0020647	ENSG00000179364			26	33
FBgn0039139	ENSG00000165819			48	51
FBgn0039140	ENSG00000140983			46	49
FBgn0039140	ENSG00000126858			49	47
FBgn0039141	ENSG00000021574			39	48
FBgn0005649	ENSG00000116001			38	46
FBgn0005649	ENSG00000151923			38	44
FBgn0043455	ENSG00000143751			36	18
FBgn0010709	ENSG00000126581			52	48
FBgn0026576	ENSG00000241878			34	41
FBgn0040283	ENSG00000072501			48	48
FBgn0040283	ENSG00000077935			41	41
FBgn0053100	ENSG00000135930			42	38
FBgn0013343	ENSG00000106089			67	69
FBgn0013343	ENSG00000099365			65	66
FBgn0039147	ENSG00000119318			32	23
FBgn0039147	ENSG00000179262			32	26
FBgn0039149	ENSG00000182196			45	18
FBgn0039150	ENSG00000189050			17	26
FBgn0039150	ENSG00000135119			15	23
FBgn0039152	ENSG00000126001			8	7
FBgn0039152	ENSG00000058453			8	8
FBgn0039152	ENSG00000226321			4	9
FBgn0039153	ENSG00000059691			43	40
FBgn0026317	ENSG00000165699			22	20
FBgn0027103	ENSG00000070367			43	43
FBgn0039155	ENSG00000011201			26	20
FBgn0051133	ENSG00000104835			21	19
FBgn0046322	ENSG00000112062			43	43
FBgn0046322	ENSG00000185386			42	41
FBgn0015765	ENSG00000112062			65	66
FBgn0015765	ENSG00000185386			62	63
FBgn0039158	ENSG00000145979			31	33
FBgn0039159	ENSG00000062582			39	39
FBgn0026598	ENSG00000134982			33	12
FBgn0026598	ENSG00000258864			2	34
FBgn0026598	ENSG00000115266			30	14
FBgn0039160	ENSG00000169223			45	42
FBgn0039160	ENSG00000114988			43	40
FBgn0029503	ENSG00000110172			40	42
FBgn0029503	ENSG00000147166			38	39
FBgn0039163	ENSG00000111832			42	42
FBgn0039164	ENSG00000163029			23	24
FBgn0039165	ENSG00000124201			28	13
FBgn0011725	ENSG00000138767			58	57
FBgn0011725	ENSG00000113300			57	56
FBgn0039169	ENSG00000185591			17	21
FBgn0039170	ENSG00000104973			22	11
FBgn0039170	ENSG00000104960			25	22
FBgn0039172	ENSG00000129128			56	56
FBgn0043884	ENSG00000132466			26	41
FBgn0043884	ENSG00000131503			26	40
FBgn0043884	ENSG00000254996			26	40
FBgn0039175	ENSG00000116120			63	63
FBgn0011225	ENSG00000196586			53	51
FBgn0086365	ENSG00000172940			32	33
FBgn0019952	ENSG00000172940			34	34
FBgn0039178	ENSG00000144671			18	17
FBgn0085319	ENSG00000168925			23	25
FBgn0085319	ENSG00000168928			23	24
FBgn0085319	ENSG00000141086			23	24
FBgn0085319	ENSG00000139610			24	26
FBgn0039179	ENSG00000143179			50	58
FBgn0039179	ENSG00000130717			50	55
FBgn0028471	ENSG00000100722			21	28
FBgn0011785	ENSG00000165288			28	34
FBgn0011785	ENSG00000146247			28	34
FBgn0011785	ENSG00000185658			28	27
FBgn0039182	ENSG00000148843			26	20
FBgn0039183	ENSG00000083520			54	55
FBgn0039184	ENSG00000111058			44	44
FBgn0039184	ENSG00000005187			19	22
FBgn0039184	ENSG00000215009			18	21
FBgn0039184	ENSG00000183549			17	20
FBgn0039184	ENSG00000166743			18	21
FBgn0039184	ENSG00000183747			19	22
FBgn0039184	ENSG00000066813			19	22
FBgn0039184	ENSG00000173124			12	17
FBgn0039186	ENSG00000108349			28	19
FBgn0039187	ENSG00000111731			39	44
FBgn0039188	ENSG00000066455			34	24
FBgn0039189	ENSG00000130299			45	43
FBgn0000036	ENSG00000138435			34	40
FBgn0000039	ENSG00000138435			32	38
FBgn0003134	ENSG00000172531			89	85
FBgn0003134	ENSG00000186298			87	88
FBgn0039204	ENSG00000162869			42	22
FBgn0039205	ENSG00000165898			47	43
FBgn0039207	ENSG00000125257			38	40
FBgn0039208	ENSG00000139641			29	21
FBgn0039209	ENSG00000164463			21	24
FBgn0039210	ENSG00000137656			30	32
FBgn0039212	ENSG00000168818			30	36
FBgn0039213	ENSG00000198513			53	51
FBgn0039214	ENSG00000115464			38	41
FBgn0000139	ENSG00000129691			54	19
FBgn0039215	ENSG00000104859			15	21
FBgn0051126	ENSG00000178096			38	42
FBgn0020018	ENSG00000143224			38	38
FBgn0003429	ENSG00000156113			54	52
FBgn0003429	ENSG00000215262			35	36
FBgn0039218	ENSG00000177700			93	93
FBgn0039219	ENSG00000164024			63	61
FBgn0004885	ENSG00000095587			34	49
FBgn0004885	ENSG00000168487			32	48
FBgn0004885	ENSG00000038295			33	48
FBgn0003719	ENSG00000095587			39	41
FBgn0003719	ENSG00000168487			37	41
FBgn0003719	ENSG00000038295			39	41
FBgn0000140	ENSG00000066279			26	15
FBgn0039223	ENSG00000160785			36	39
FBgn0039225	ENSG00000244405			22	28
FBgn0039225	ENSG00000175832			20	26
FBgn0039225	ENSG00000006468			22	29
FBgn0039225	ENSG00000111145			8	12
FBgn0039225	ENSG00000154727			9	13
FBgn0039225	ENSG00000158711			8	13
FBgn0039227	ENSG00000163939			34	35
FBgn0027539	ENSG00000139636			41	44
FBgn0027539	ENSG00000105983			39	42
FBgn0039228	ENSG00000149292			24	9
FBgn0083986	ENSG00000186687			33	43
FBgn0027617	ENSG00000131013			37	49
FBgn0039229	ENSG00000160633			31	13
FBgn0039229	ENSG00000130254			35	15
FBgn0039229	ENSG00000137776			32	12
FBgn0045980	ENSG00000119638			27	23
FBgn0051357	ENSG00000090316			47	47
FBgn0013953	ENSG00000181045			34	36
FBgn0039233	ENSG00000132603			64	64
FBgn0039234	ENSG00000162736			28	28
FBgn0051119	ENSG00000163517			48	47
FBgn0039235	ENSG00000167434			31	28
FBgn0015625	ENSG00000147082			31	13
FBgn0039240	ENSG00000142002			32	40
FBgn0039240	ENSG00000074603			31	38
FBgn0039241	ENSG00000138363			71	70
FBgn0043799	ENSG00000043514			37	38
FBgn0051120	ENSG00000087111			28	27
FBgn0039249	ENSG00000185046			30	21
FBgn0039249	ENSG00000064999			31	24
FBgn0039251	ENSG00000121274			34	20
FBgn0039251	ENSG00000112941			32	24
FBgn0020626	ENSG00000184792			46	39
FBgn0020626	ENSG00000110048			47	46
FBgn0029157	ENSG00000141298			27	23
FBgn0039254	ENSG00000173614			30	41
FBgn0039254	ENSG00000163864			23	41
FBgn0039257	ENSG00000131016			12	18
FBgn0039258	ENSG00000027847			44	43
FBgn0039259	ENSG00000127774			51	53
FBgn0015240	ENSG00000111424			14	22
FBgn0015240	ENSG00000144852			14	22
FBgn0015240	ENSG00000143257			12	25
FBgn0015240	ENSG00000112033			10	17
FBgn0015240	ENSG00000132170			11	15
FBgn0015240	ENSG00000186951			10	16
FBgn0039260	ENSG00000070366			25	16
FBgn0039261	ENSG00000198492			25	30
FBgn0039261	ENSG00000149658			26	33
FBgn0051115	ENSG00000099810			42	43
FBgn0045866	ENSG00000170348			55	52
FBgn0259178	ENSG00000068383			26	44
FBgn0051111	ENSG00000154144			37	24
FBgn0039269	ENSG00000104863			77	73
FBgn0039269	ENSG00000111052			76	64
FBgn0039269	ENSG00000148943			80	79
FBgn0011336	ENSG00000163527			71	67
FBgn0039271	ENSG00000198783			32	22
FBgn0039272	ENSG00000178226			35	9
FBgn0039272	ENSG00000052344			37	24
FBgn0039272	ENSG00000172382			35	27
FBgn0039272	ENSG00000151006			26	10
FBgn0039272	ENSG00000005001			33	23
FBgn0039273	ENSG00000172986			43	35
FBgn0039273	ENSG00000151233			43	36
FBgn0039274	ENSG00000136718			51	53
FBgn0004897	ENSG00000171956			28	32
FBgn0004897	ENSG00000204612			30	25
FBgn0004898	ENSG00000171956			34	28
FBgn0004898	ENSG00000204612			34	22
FBgn0053096	ENSG00000129968			68	54
FBgn0053096	ENSG00000136379			69	60
FBgn0053096	ENSG00000107362			69	68
FBgn0051108	ENSG00000119685			30	22
FBgn0046214	ENSG00000142864			25	25
FBgn0046214	ENSG00000130956			21	21
FBgn0039280	ENSG00000164172			22	42
FBgn0259152	ENSG00000165525			49	45
FBgn0039282	ENSG00000126391			16	28
FBgn0083946	ENSG00000159625			27	27
FBgn0022800	ENSG00000165731			21	15
FBgn0039290	ENSG00000137103			13	26
FBgn0039290	ENSG00000129925			17	21
FBgn0039290	ENSG00000187616			6	26
FBgn0039291	ENSG00000112167			27	26
FBgn0051106	ENSG00000122012			24	17
FBgn0051106	ENSG00000159164			21	15
FBgn0051106	ENSG00000185518			22	17
FBgn0051103	ENSG00000122012			21	14
FBgn0051103	ENSG00000159164			21	14
FBgn0051103	ENSG00000185518			21	15
FBgn0039293	ENSG00000086848			30	42
FBgn0039294	ENSG00000169851			21	13
FBgn0039294	ENSG00000156453			21	13
FBgn0039294	ENSG00000184226			18	11
FBgn0039294	ENSG00000102290			19	11
FBgn0039294	ENSG00000099715			18	14
FBgn0039294	ENSG00000197991			18	15
FBgn0039296	ENSG00000120725			28	26
FBgn0039300	ENSG00000177954			82	82
FBgn0039300	ENSG00000185088			80	80
FBgn0039301	ENSG00000075188			29	29
FBgn0039302	ENSG00000187627			9	14
FBgn0039302	ENSG00000183054			9	14
FBgn0039302	ENSG00000185304			9	14
FBgn0039303	ENSG00000157916			60	62
FBgn0039304	ENSG00000119537			35	35
FBgn0039305	ENSG00000102309			72	60
FBgn0027090	ENSG00000172053			57	57
FBgn0039306	ENSG00000058729			45	43
FBgn0261575	ENSG00000164976			31	30
FBgn0039331	ENSG00000158864			52	59
FBgn0051439	ENSG00000228273			6	15
FBgn0051439	ENSG00000205277			14	2
FBgn0039335	ENSG00000184056			20	20
FBgn0039337	ENSG00000118579			31	33
FBgn0039338	ENSG00000085224			38	20
FBgn0259991	ENSG00000244187			24	23
FBgn0039339	ENSG00000178605			23	43
FBgn0040212	ENSG00000116906			27	28
FBgn0039341	ENSG00000165591			39	39
FBgn0039343	ENSG00000013374			25	26
FBgn0011666	ENSG00000138668			14	25
FBgn0011666	ENSG00000152795			16	25
FBgn0011666	ENSG00000197451			14	27
FBgn0039344	ENSG00000144837			19	18
FBgn0039344	ENSG00000163898			18	18
FBgn0039344	ENSG00000188992			19	17
FBgn0039348	ENSG00000182446			51	46
FBgn0039347	ENSG00000196262			6	24
FBgn0039347	ENSG00000198161			5	20
FBgn0039347	ENSG00000255963			5	20
FBgn0039347	ENSG00000255854			5	20
FBgn0039347	ENSG00000236334			5	21
FBgn0039347	ENSG00000256374			5	21
FBgn0039347	ENSG00000153201			11	2
FBgn0039347	ENSG00000153165			5	2
FBgn0039347	ENSG00000169629			6	2
FBgn0039347	ENSG00000196862			5	2
FBgn0039347	ENSG00000015568			6	2
FBgn0039349	ENSG00000112294			50	46
FBgn0027508	ENSG00000173273			65	58
FBgn0027508	ENSG00000107854			64	65
FBgn0261986	ENSG00000123094			22	32
FBgn0261986	ENSG00000099849			14	23
FBgn0039354	ENSG00000171509			32	32
FBgn0039354	ENSG00000133105			33	33
FBgn0039355	ENSG00000184517			19	18
FBgn0039357	ENSG00000144741			29	46
FBgn0039358	ENSG00000067829			49	42
FBgn0039359	ENSG00000131469			59	58
FBgn0039360	ENSG00000088766			33	36
FBgn0039366	ENSG00000174165			20	21
FBgn0039367	ENSG00000174165			21	21
FBgn0039368	ENSG00000174165			24	21
FBgn0039369	ENSG00000174165			22	21
FBgn0039370	ENSG00000174165			22	23
FBgn0039371	ENSG00000129625			41	38
FBgn0039371	ENSG00000115255			40	38
FBgn0039378	ENSG00000128274			22	25
FBgn0039378	ENSG00000118017			20	24
FBgn0039379	ENSG00000084652			25	24
FBgn0039379	ENSG00000164440			26	19
FBgn0039379	ENSG00000086712			23	23
FBgn0039379	ENSG00000131002			9	25
FBgn0039379	ENSG00000099749			3	10
FBgn0039380	ENSG00000120049			43	33
FBgn0039380	ENSG00000115041			46	39
FBgn0039380	ENSG00000185774			44	38
FBgn0039380	ENSG00000182132			47	45
FBgn0027865	ENSG00000010278			23	27
FBgn0027865	ENSG00000110651			22	25
FBgn0027865	ENSG00000134198			23	28
FBgn0039381	ENSG00000157837			59	65
FBgn0028717	ENSG00000160999			23	24
FBgn0028717	ENSG00000178188			28	27
FBgn0028717	ENSG00000111252			20	26
FBgn0039385	ENSG00000119812			35	31
FBgn0039385	ENSG00000171262			31	32
FBgn0039385	ENSG00000130244			20	26
FBgn0250757	ENSG00000256870			26	29
FBgn0250757	ENSG00000105641			26	28
FBgn0250757	ENSG00000148942			26	29
FBgn0250757	ENSG00000138074			25	28
FBgn0039396	ENSG00000187258			29	37
FBgn0259146	ENSG00000250305			9	26
FBgn0015269	ENSG00000196712			57	56
FBgn0002734	ENSG00000144485			24	18
FBgn0002735	ENSG00000144485			22	20
FBgn0002733	ENSG00000144485			21	18
FBgn0002609	ENSG00000144485			17	17
FBgn0002631	ENSG00000144485			17	14
FBgn0002633	ENSG00000144485			24	20
FBgn0000591	ENSG00000144485			17	14
FBgn0001139	ENSG00000140332			65	61
FBgn0001139	ENSG00000106829			65	61
FBgn0001139	ENSG00000065717			58	56
FBgn0001139	ENSG00000196781			65	61
FBgn0001139	ENSG00000104964			12	33
FBgn0001139	ENSG00000104953			16	20
FBgn0260946	ENSG00000116903			29	27
FBgn0039402	ENSG00000130724			64	74
FBgn0028833	ENSG00000162368			47	53
FBgn0039403	ENSG00000147536			36	37
FBgn0039404	ENSG00000158526			27	27
FBgn0039405	ENSG00000185808			28	28
FBgn0039406	ENSG00000109475			41	56
FBgn0039407	ENSG00000166166			45	50
FBgn0039411	ENSG00000174576			19	22
FBgn0039417	ENSG00000235173			34	32
FBgn0039417	ENSG00000230567			34	32
FBgn0000064	ENSG00000149925			70	69
FBgn0000064	ENSG00000109107			70	69
FBgn0000064	ENSG00000136872			64	63
FBgn0039420	ENSG00000015413			43	45
FBgn0039420	ENSG00000167261			40	36
FBgn0039420	ENSG00000141096			38	32
FBgn0039421	ENSG00000100614			48	39
FBgn0039421	ENSG00000138032			49	38
FBgn0039421	ENSG00000213889			36	31
FBgn0039425	ENSG00000149925			56	56
FBgn0039425	ENSG00000109107			57	57
FBgn0039425	ENSG00000136872			51	51
FBgn0042711	ENSG00000159399			30	15
FBgn0042711	ENSG00000156515			28	14
FBgn0042711	ENSG00000160883			25	13
FBgn0042711	ENSG00000156510			29	15
FBgn0042711	ENSG00000106633			30	30
FBgn0042710	ENSG00000159399			40	21
FBgn0042710	ENSG00000156515			37	19
FBgn0042710	ENSG00000160883			33	17
FBgn0042710	ENSG00000156510			35	19
FBgn0042710	ENSG00000106633			39	40
FBgn0039427	ENSG00000155265			46	41
FBgn0039427	ENSG00000147533			48	53
FBgn0039429	ENSG00000196932			22	31
FBgn0039430	ENSG00000122335			22	24
FBgn0039431	ENSG00000166450			12	13
FBgn0039431	ENSG00000103742			12	12
FBgn0039431	ENSG00000174498			10	17
FBgn0263289	ENSG00000180900			25	39
FBgn0263289	ENSG00000137269			11	55
FBgn0023179	ENSG00000125851			58	59
FBgn0039450	ENSG00000167645			33	42
FBgn0039450	ENSG00000174851			30	41
FBgn0039451	ENSG00000140153			32	48
FBgn0039451	ENSG00000185800			30	40
FBgn0262473	ENSG00000136869			15	19
FBgn0262473	ENSG00000134061			10	16
FBgn0051072	ENSG00000197081			30	11
FBgn0039459	ENSG00000138785			37	26
FBgn0027889	ENSG00000028116			24	28
FBgn0027889	ENSG00000100749			23	34
FBgn0027889	ENSG00000105053			15	19
FBgn0001197	ENSG00000164032			85	94
FBgn0001197	ENSG00000105968			85	94
FBgn0026562	ENSG00000113140			24	24
FBgn0026562	ENSG00000152583			28	13
FBgn0004903	ENSG00000177733			22	33
FBgn0039461	ENSG00000204237			26	30
FBgn0004510	ENSG00000126767			11	12
FBgn0015541	ENSG00000166825			26	29
FBgn0015541	ENSG00000172901			23	25
FBgn0039463	ENSG00000005175			17	12
FBgn0039464	ENSG00000007001			44	40
FBgn0039464	ENSG00000183696			44	49
FBgn0039465	ENSG00000135452			44	46
FBgn0039465	ENSG00000106537			46	50
FBgn0039466	ENSG00000174373			33	31
FBgn0039466	ENSG00000188559			30	32
